#StartTime,EndTime,PercentOfDayVolume,BucketType
14:20:00,14:21:00,0.27976469521,Continuous
14:21:00,14:22:00,0.07121283151,Continuous
14:22:00,14:23:00,0.25584378269,Continuous
14:23:00,14:24:00,0.06832582482,Continuous
14:24:00,14:25:00,0.35895116422,Continuous
14:25:00,14:26:00,0.11479288477,Continuous
14:26:00,14:27:00,0.08963468367,Continuous
14:27:00,14:28:00,0.53382128329,Continuous
14:28:00,14:29:00,0.61383261135,Continuous
14:29:00,14:30:00,0.47828077377,Continuous
14:30:00,14:31:00,0.19109234710,Continuous
14:31:00,14:32:00,0.10833148886,Continuous
14:32:00,14:33:00,0.18009422640,Continuous
14:33:00,14:34:00,0.11905465654,Continuous
14:34:00,14:35:00,0.31825811764,Continuous
14:35:00,14:36:00,0.53189661217,Continuous
14:36:00,14:37:00,0.11190587808,Continuous
14:37:00,14:38:00,0.08894730113,Continuous
14:38:00,14:39:00,0.09513374402,Continuous
14:39:00,14:40:00,0.15397368975,Continuous
14:40:00,14:41:00,0.11534279080,Continuous
14:41:00,14:42:00,0.08166104617,Continuous
14:42:00,14:43:00,0.26876657451,Continuous
14:43:00,14:44:00,0.51828643780,Continuous
14:44:00,14:45:00,0.37187395604,Continuous
14:45:00,14:46:00,0.06598872418,Continuous
14:46:00,14:47:00,0.11273073714,Continuous
14:47:00,14:48:00,0.23824678958,Continuous
14:48:00,14:49:00,0.27976469521,Continuous
14:49:00,14:50:00,0.08056123410,Continuous
14:50:00,14:51:00,0.87833741409,Continuous
14:51:00,14:52:00,0.42026568710,Continuous
14:52:00,14:53:00,0.09733336816,Continuous
14:53:00,14:54:00,0.35730144612,Continuous
14:54:00,14:55:00,0.07973637505,Continuous
14:55:00,14:56:00,0.09692093863,Continuous
14:56:00,14:57:00,0.09527122053,Continuous
14:57:00,14:58:00,0.15589836087,Continuous
14:58:00,14:59:00,0.07671189186,Continuous
14:59:00,15:00:00,0.42384007633,Continuous
15:00:00,15:01:00,0.09967046881,Continuous
15:01:00,15:02:00,0.29364982259,Continuous
15:02:00,15:03:00,0.14283809254,Continuous
15:03:00,15:04:00,0.41834101598,Continuous
15:04:00,15:05:00,0.09307159639,Continuous
15:05:00,15:06:00,1.51416626684,Continuous
15:06:00,15:07:00,0.18050665593,Continuous
15:07:00,15:08:00,0.51663671970,Continuous
15:08:00,15:09:00,0.10998120696,Continuous
15:09:00,15:10:00,0.06475143560,Continuous
15:10:00,15:11:00,0.37201143255,Continuous
15:11:00,15:12:00,0.25364415855,Continuous
15:12:00,15:13:00,0.16180985074,Continuous
15:13:00,15:14:00,0.12840305913,Continuous
15:14:00,15:15:00,0.35620163405,Continuous
